include,text,sql,base_id,sql_id
,what is the share Secondary schools with PTR over 50,"select 'total_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level in ('Juior Secondary', 'Senior Secondary') and a.year = b.year) as 'value', 2 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and pupil_teacher_ratio > 50 group by year",19,175
,what is the share Junior Secondary schools with PTR over 50 in Karene district,"select 'total_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.district=""Karene"" and  a.year = b.year) as 'value', 2 as queryType from census as b where school_level = 'Junior Secondary' and b.district=""Karene"" and  pupil_teacher_ratio > 50 group by year",19,208
,what is the share Secondary schools with PTR over 50 by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level in ('Juior Secondary', 'Senior Secondary') and a.year = b.year and a.district = b.district) as 'value', 2 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and pupil_teacher_ratio > 50 group by year, district",19,240
,how many schools have pupil teacher ratio under 40,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where pupil_teacher_ratio < 40 group by year",20,20
,how many schools have pupil teacher ratio under 40 in Tonkolili district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Tonkolili"" and  pupil_teacher_ratio < 40 group by year",20,55
,how many schools have pupil teacher ratio under 40 by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where pupil_teacher_ratio < 40 group by year, district",20,87
,how many schools have pupil teacher ratio under 40 by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where pupil_teacher_ratio < 40 group by year, school_level",20,116
,how many schools have pupil teacher ratio under 40 in Tonkolili district by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Tonkolili"" and  pupil_teacher_ratio < 40 group by year, school_level",20,145
,how many Senior Secondary schools have pupil teacher ratio under 40,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Senior Secondary' and pupil_teacher_ratio < 40 group by year",20,176
,how many Pre-Primary schools have pupil teacher ratio under 40 in Tonkolili district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Pre-Primary' and district=""Tonkolili"" and  pupil_teacher_ratio < 40 group by year",20,209
,how many Senior Secondary schools have pupil teacher ratio under 40 by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Senior Secondary' and pupil_teacher_ratio < 40 group by year, district",20,241
,how many schools have student teacher ratio under 40,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where pupil_teacher_ratio < 40 group by year",20,20
,how many schools have student teacher ratio under 40 in Tonkolili district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Tonkolili"" and  pupil_teacher_ratio < 40 group by year",20,55
,how many schools have student teacher ratio under 40 in each district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where pupil_teacher_ratio < 40 group by year, district",20,87
,how many schools have student teacher ratio under 40 by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where pupil_teacher_ratio < 40 group by year, school_level",20,116
,how many schools have student teacher ratio under 40 in Tonkolili district by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Tonkolili"" and  pupil_teacher_ratio < 40 group by year, school_level",20,145
,how many Senior Secondary schools have student teacher ratio under 40,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Senior Secondary' and pupil_teacher_ratio < 40 group by year",20,176
,how many Pre-Primary schools have student teacher ratio under 40 in Tonkolili district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Pre-Primary' and district=""Tonkolili"" and  pupil_teacher_ratio < 40 group by year",20,209
,how many Senior Secondary schools have student teacher ratio under 40 in each district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Senior Secondary' and pupil_teacher_ratio < 40 group by year, district",20,241
,show me the how many schools have pupil teacher ratio under 40,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where pupil_teacher_ratio < 40 group by year",20,20
,show me the how many schools have pupil teacher ratio under 40 in Tonkolili district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Tonkolili"" and  pupil_teacher_ratio < 40 group by year",20,55
,show me the how many schools have pupil teacher ratio under 40 by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where pupil_teacher_ratio < 40 group by year, district",20,87
,show me the how many schools have pupil teacher ratio under 40 by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where pupil_teacher_ratio < 40 group by year, school_level",20,116
,show me the how many schools have pupil teacher ratio under 40 in Tonkolili district by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Tonkolili"" and  pupil_teacher_ratio < 40 group by year, school_level",20,145
,show me the how many Senior Secondary schools have pupil teacher ratio under 40,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Senior Secondary' and pupil_teacher_ratio < 40 group by year",20,176
,show me the how many Pre-Primary schools have pupil teacher ratio under 40 in Tonkolili district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Pre-Primary' and district=""Tonkolili"" and  pupil_teacher_ratio < 40 group by year",20,209
,show me the how many Senior Secondary schools have pupil teacher ratio under 40 by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Senior Secondary' and pupil_teacher_ratio < 40 group by year, district",20,241
,total schools,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census group by year",21,21
,total schools in Western Area Urban district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Western Area Urban"" group by year",21,56
,total schools by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census group by year, district",21,88
,total schools by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census group by year, school_level",21,117
,total schools in Western Area Urban district by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Western Area Urban"" group by year, school_level",21,146
,total Primary schools,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census  where school_level = 'Primary' group by year",21,177
,total Secondary schools in Western Area Urban district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level in ('Juior Secondary', 'Senior Secondary') and district=""Western Area Urban"" group by year",21,210
,total Primary schools by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census  where school_level = 'Primary' group by year, district",21,242
,total schools in each district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census group by year, district",21,88
,total Primary schools in each district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census  where school_level = 'Primary' group by year, district",21,242
,show me the total schools,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census group by year",21,21
,show me the total schools in Western Area Urban district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Western Area Urban"" group by year",21,56
,show me the total schools by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census group by year, district",21,88
,show me the total schools by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census group by year, school_level",21,117
,show me the total schools in Western Area Urban district by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Western Area Urban"" group by year, school_level",21,146
,show me the total Primary schools,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census  where school_level = 'Primary' group by year",21,177
,show me the total Secondary schools in Western Area Urban district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level in ('Juior Secondary', 'Senior Secondary') and district=""Western Area Urban"" group by year",21,210
,show me the total Primary schools by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census  where school_level = 'Primary' group by year, district",21,242
,what is the total schools,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census group by year",21,21
,what is the total schools in Western Area Urban district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Western Area Urban"" group by year",21,56
,what is the total schools by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census group by year, district",21,88
,what is the total schools by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census group by year, school_level",21,117
,what is the total schools in Western Area Urban district by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Western Area Urban"" group by year, school_level",21,146
,what is the total Primary schools,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census  where school_level = 'Primary' group by year",21,177
,what is the total Secondary schools in Western Area Urban district,"select 'total_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level in ('Juior Secondary', 'Senior Secondary') and district=""Western Area Urban"" group by year",21,210
,what is the total Primary schools by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census  where school_level = 'Primary' group by year, district",21,242
,share schools in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as value, 2 as queryType from census as b group by year, district",22,22
,share Junior Secondary schools in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.year = b.year) as value, 2 as queryType from census as b group by year, district",22,178
,percentage schools in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as value, 2 as queryType from census as b group by year, district",22,22
,percentage Junior Secondary schools in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.year = b.year) as value, 2 as queryType from census as b group by year, district",22,178
,show me the share schools in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as value, 2 as queryType from census as b group by year, district",22,22
,show me the share Junior Secondary schools in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.year = b.year) as value, 2 as queryType from census as b group by year, district",22,178
,what is the share schools in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as value, 2 as queryType from census as b group by year, district",22,22
,what is the share Junior Secondary schools in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.year = b.year) as value, 2 as queryType from census as b group by year, district",22,178
,share schools with classrooms needing repair,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year",23,23
,share schools with classrooms needing repair in Koinadugu district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year",23,57
,share schools with classrooms needing repair by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year, district",23,89
,share schools with classrooms needing repair by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year, school_level",23,118
,share schools with classrooms needing repair in Koinadugu district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year, school_level",23,147
,share Pre-Primary schools with classrooms needing repair,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and total_classrooms_needrepair > 0 group by year",23,179
,share Senior Secondary schools with classrooms needing repair in Koinadugu district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year",23,211
,share Junior Secondary schools with classrooms needing repair by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Junior Secondary' and total_classrooms_needrepair > 0 group by year, district",23,243
,percentage schools with classrooms needing repair,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year",23,23
,percentage schools with classrooms needing repair in Koinadugu district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year",23,57
,percentage schools with classrooms needing repair in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year, district",23,89
,percentage schools with classrooms needing repair by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year, school_level",23,118
,percentage schools with classrooms needing repair in Koinadugu district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year, school_level",23,147
,percentage Pre-Primary schools with classrooms needing repair,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and total_classrooms_needrepair > 0 group by year",23,179
,percentage Senior Secondary schools with classrooms needing repair in Koinadugu district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year",23,211
,percentage Junior Secondary schools with classrooms needing repair in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Junior Secondary' and total_classrooms_needrepair > 0 group by year, district",23,243
,show me the share schools with classrooms needing repair,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year",23,23
,show me the share schools with classrooms needing repair in Koinadugu district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year",23,57
,show me the share schools with classrooms needing repair by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year, district",23,89
,show me the share schools with classrooms needing repair by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year, school_level",23,118
,show me the share schools with classrooms needing repair in Koinadugu district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year, school_level",23,147
,show me the share Pre-Primary schools with classrooms needing repair,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and total_classrooms_needrepair > 0 group by year",23,179
,show me the share Senior Secondary schools with classrooms needing repair in Koinadugu district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year",23,211
,show me the share Junior Secondary schools with classrooms needing repair by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Junior Secondary' and total_classrooms_needrepair > 0 group by year, district",23,243
,what is the share schools with classrooms needing repair,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year",23,23
,what is the share schools with classrooms needing repair in Koinadugu district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year",23,57
,what is the share schools with classrooms needing repair by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year, district",23,89
,what is the share schools with classrooms needing repair by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where total_classrooms_needrepair > 0 group by year, school_level",23,118
,what is the share schools with classrooms needing repair in Koinadugu district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year, school_level",23,147
,what is the share Pre-Primary schools with classrooms needing repair,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and total_classrooms_needrepair > 0 group by year",23,179
,what is the share Senior Secondary schools with classrooms needing repair in Koinadugu district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.district=""Koinadugu"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and b.district=""Koinadugu"" and  total_classrooms_needrepair > 0 group by year",23,211
,what is the share Junior Secondary schools with classrooms needing repair by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Junior Secondary' and total_classrooms_needrepair > 0 group by year, district",23,243
,total schools with classrooms which need repair,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where total_classrooms_needrepair > 0 group by year",24,24
,total schools with classrooms which need repair in Kenema district,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where b.district=""Kenema"" and  total_classrooms_needrepair > 0 group by year",24,58
,total schools with classrooms which need repair by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where total_classrooms_needrepair > 0 group by year, district",24,90
,total schools with classrooms which need repair by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where total_classrooms_needrepair > 0 group by year, school_level",24,119
,total schools with classrooms which need repair in Kenema district by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where b.district=""Kenema"" and  total_classrooms_needrepair > 0 group by year, school_level",24,148
,total Secondary schools with classrooms which need repair,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and total_classrooms_needrepair > 0 group by year",24,180
,total Primary schools with classrooms which need repair in Kenema district,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where school_level = 'Primary' and b.district=""Kenema"" and  total_classrooms_needrepair > 0 group by year",24,212
,total Pre-Primary schools with classrooms which need repair by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where school_level = 'Pre-Primary' and total_classrooms_needrepair > 0 group by year, district",24,244
,total schools with classrooms which need repair in each district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where total_classrooms_needrepair > 0 group by year, district",24,90
,total Pre-Primary schools with classrooms which need repair in each district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where school_level = 'Pre-Primary' and total_classrooms_needrepair > 0 group by year, district",24,244
,show me the total schools with classrooms which need repair,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where total_classrooms_needrepair > 0 group by year",24,24
,show me the total schools with classrooms which need repair in Kenema district,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where b.district=""Kenema"" and  total_classrooms_needrepair > 0 group by year",24,58
,show me the total schools with classrooms which need repair by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where total_classrooms_needrepair > 0 group by year, district",24,90
,show me the total schools with classrooms which need repair by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where total_classrooms_needrepair > 0 group by year, school_level",24,119
,show me the total schools with classrooms which need repair in Kenema district by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where b.district=""Kenema"" and  total_classrooms_needrepair > 0 group by year, school_level",24,148
,show me the total Secondary schools with classrooms which need repair,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and total_classrooms_needrepair > 0 group by year",24,180
,show me the total Primary schools with classrooms which need repair in Kenema district,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where school_level = 'Primary' and b.district=""Kenema"" and  total_classrooms_needrepair > 0 group by year",24,212
,show me the total Pre-Primary schools with classrooms which need repair by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where school_level = 'Pre-Primary' and total_classrooms_needrepair > 0 group by year, district",24,244
,what is the total schools with classrooms which need repair,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where total_classrooms_needrepair > 0 group by year",24,24
,what is the total schools with classrooms which need repair in Kenema district,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where b.district=""Kenema"" and  total_classrooms_needrepair > 0 group by year",24,58
,what is the total schools with classrooms which need repair by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where total_classrooms_needrepair > 0 group by year, district",24,90
,what is the total schools with classrooms which need repair by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where total_classrooms_needrepair > 0 group by year, school_level",24,119
,what is the total schools with classrooms which need repair in Kenema district by school level,"select school_level as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where b.district=""Kenema"" and  total_classrooms_needrepair > 0 group by year, school_level",24,148
,what is the total Secondary schools with classrooms which need repair,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and total_classrooms_needrepair > 0 group by year",24,180
,what is the total Primary schools with classrooms which need repair in Kenema district,"select 'share_schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where school_level = 'Primary' and b.district=""Kenema"" and  total_classrooms_needrepair > 0 group by year",24,212
,what is the total Pre-Primary schools with classrooms which need repair by district,"select district as 'group', year as 'key', count(*) as 'value', 1 as queryType from census as b where school_level = 'Pre-Primary' and total_classrooms_needrepair > 0 group by year, district",24,244
,share schools with financial support,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year",25,25
,share schools with financial support in Bombali district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bombali"" and  has_financial_support = 1  group by year",25,59
,share schools with financial support by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year, district",25,91
,share schools with financial support by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year, school_level",25,120
,share schools with financial support in Bombali district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bombali"" and  has_financial_support = 1  group by year, school_level",25,149
,share Senior Secondary schools with financial support,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and has_financial_support = 1  group by year",25,181
,share Junior Secondary schools with financial support in Bombali district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Junior Secondary' and b.district=""Bombali"" and  has_financial_support = 1  group by year",25,213
,share Secondary schools with financial support by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level in ('Juior Secondary', 'Senior Secondary') and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and has_financial_support = 1  group by year, district",25,245
,percentage schools with financial support,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year",25,25
,percentage schools with financial support in Bombali district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bombali"" and  has_financial_support = 1  group by year",25,59
,percentage schools with financial support in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year, district",25,91
,percentage schools with financial support by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year, school_level",25,120
,percentage schools with financial support in Bombali district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bombali"" and  has_financial_support = 1  group by year, school_level",25,149
